hanzi	pinyin	pos	hsk30	translation
只不过	zhǐbùguò	Adv	5	всего лишь, всего-навсего; только
只见	zhǐjiàn		5	только и видно, что; и вдруг (видит)
至	zhì	V	5	до; к; самый (至少)
制成	zhìchéng		5	изготовить, произвести
中秋节	ZhōngqiūJié	N	5	Праздник середины осени; Праздник Луны
中药	zhōngyào	N	5	лекарства китайской медицины
中毒	zhòngdú		5	отравление, интоксикация
众多	zhòngduō	Adj	5	многочисленный, огромный; множество
主体	zhǔtǐ	N	5	субъект; главное действующее лицо
专辑	zhuānjí	N	5	альбом, коллекция, сборник
转化	zhuǎnhuà	V	5	обратить, превратить
转换	zhuǎnhuàn	V	5	менять, заменять, изменять
转向	zhuǎnxiàng	V	5	повернуть; изменить направление
自杀	zìshā	V	5	покончить с собой; самоубийство, суицид
总数	zǒngshù	N	5	общее число; сумма, итог; воен. парк
总体	zǒngtǐ	N	5	в целом; общий; совокупность
挨着	āizhe		6	прижиматься, быть около
挨打	áidǎ	V	6	терпеть побои, быть побитым
安检	ānjiǎn	V	6	досмотр (в аэропорту); проверка безопасности
罢了	bàle	Aux	6	и только; всего лишь; и всё
白领	báilǐng	N	6	белый воротничок, офисный работник
办公	bàngōng		6	работать (в офисе); заниматься служебными делами
办事处	bànshìchù	N	6	контора, агентство; представительство
办学	bànxué	V	6	управлять школой, вести школу
半决赛	bànjuésài	N	6	полуфинал
保健	bǎojiàn	V	6	охрана здоровья, здравоохранение
报刊	bàokān	N	6	печатные издания, пресса, печать
报考	bàokǎo	V	6	подавать документы (на экзамен, в вуз)
暴风雨	bàofēngyǔ	N	6	жестокий шторм, буря, гроза
暴雨	bàoyǔ	N	6	ливень, ливневый дождь, проливной дождь
爆	bào	V	6	взрываться; лопаться
背心	bèixīn	N	6	жилет, безрукавка, майка, борцовка
背着	bèizhe		6	за спиной (у кого-л.); тайком от; нести на спине
奔跑	bēnpǎo	V	6	бежать, мчаться, нестись; бег
本地	běndì	N	6	данная местность, здесь, наши места
本期	běnqī		6	текущий период; данный семестр
本土	běntǔ	N	6	родная земля; местный, отечественный
逼	bī	V	6	вынуждать; давить, наседать
笔试	bǐshì	V	6	письменный экзамен
必将	bìjiāng	Adv	6	обязательно, непременно, неизбежно, неминуемо
必修	bìxiū	Adj	6	обязательный, программный
闭	bì	V	6	закрывать, затворять; замыкать, запирать
编制	biānzhì	V	6	составлять (план); штат (сотрудников)
变更	biàngēng	V	6	изменять, переменять; переделывать
变换	biànhuàn	V	6	изменять, переменять, варьировать, чередовать
变形	biànxíng		6	видоизменение, вариант; деформация
便是	biànshì		6	и есть; даже если
遍地	biàndì	Adv	6	везде, повсюду, повсеместно
表面上	biǎomiànshang		6	с внешней стороны, внешне, поверхностно
病房	bìngfáng	N	6	больничная палата; комната больного
病情	bìngqíng	N	6	ход болезни; состояние больного
波动	bōdòng	V	6	колебаться; колебания
播	bō	V	6	транслировать; сеять
不便	bùbiàn	Adj/V	6	неудобный, неудобство; неудобно, неловко
不见	bùjiàn	V	6	не увидеть; не видно, не заметно
不再	bùzài	V	6	больше не
不至于	bùzhìyú	V	6	не дойдёт до того, чтобы; вряд ли
补考	bǔkǎo	V	6	пересдача; пересдавать
补课	bǔkè		6	дополнительные занятия; навёрстывать уроки
补习	bǔxí	V	6	дополнительно заниматься; репетиторство
补助	bǔzhù	V/N	6	пособие; субсидия; помогать
捕	bǔ	V	6	ловить; арестовывать
不成	bùchéng	V/Adj	6	не выйдет; не получится; неужели
不仅仅	bùjǐnjǐn		6	не только
不通	bùtōng	V	6	не проходит; непонятный; закрыт (проход)
不怎么	bùzěnme	Adv	6	не очень-то; не так уж; неважный
不怎么样	bùzěnmeyàng		6	не очень
不值	bùzhí	V	6	не стоить того
布满	bùmǎn		6	быть покрытым, усеянным
部队	bùduì	N	6	войска, формирования, подразделения
参赛	cānsài	V	6	участвовать в соревновании
参展	cānzhǎn	V	6	участвовать в выставке
餐	cān	M	6	приём пищи; сч. слово для приёмов пищи
残疾人	cánjírén	N	6	инвалид; калека
惨	cǎn	Adj	6	трагичный; ужасный; жестокий
藏	cáng	V	6	прятаться; прятать; хранить, сберегать
侧	cè	N/V	6	сторона; бок; боковой
测定	cèdìng	V	6	вычислять, измерять
层面	céngmiàn	N	6	плоскость; уровень; разрез; аспект
差异	chāyì	N	6	различие; разница
查出	cháchū		6	отыскивать, выявлять, выяснять, обнаруживать
查看	chákàn	V	6	проверять, обследовать, осматривать
拆迁	chāiqiān	V	6	снос и переселение
产量	chǎnliàng	N	6	объём производства, производственная мощность
长短	chángduǎn	N	6	длина, протяжённость; размер
长假	chángjià	N	6	длинные выходные; длительный отпуск
长久	chángjiǔ	Adj	6	долгий, продолжительный; постоянный
长跑	chángpǎo	N	6	бег на длинные дистанции, стайерский бег
长远	chángyuǎn	Adj	6	далёкий, дальний, долгосрочный, отдалённый
常规	chángguī	N	6	обычный порядок; норма; стандартный
厂商	chǎngshāng	N	6	производитель; фирма-изготовитель
场地	chǎngdì	N	6	площадка, площадь, поле; место
场馆	chǎngguǎn	N	6	стадион, спортивная арена, место проведения
场景	chǎngjǐng	N	6	сцена, картина, зрелище, вид, эпизод, локация
超	chāo	V	6	превышать; сверх-; супер-
超出	chāochū	V	6	выходить за рамки; превышать; превышение
炒股	chǎogǔ		6	спекулировать на бирже, играть на бирже
炒作	chǎozuò	V	6	продвигать, раскручивать, популяризировать
车号	chēhào	N	6	номер машины
车牌	chēpái	N	6	номерной знак
车展	chēzhǎn	N	6	автомобильная выставка, автомобильный салон
撤离	chèlí	V	6	вывести, эвакуировать
撑	chēng	V	6	подпирать; выдерживать; раскрывать (зонт)
成品	chéngpǐn	N	6	готовые изделия, готовая продукция
城区	chéngqū	N	6	городской район, город и его окрестности
城乡	chéngxiāng		6	город и деревня
城镇	chéngzhèn	N	6	городок, посёлок городского типа
持有	chíyǒu	V	6	обладать, иметь
重建	chóngjiàn	V	6	восстанавливать, заново отстраивать
重组	chóngzǔ	V	6	реорганизовывать
出场	chūchǎng		6	выходить (на сцену, поле)
出动	chūdòng	V	6	выступать; выезжать (о спасателях)
出访	chūfǎng	V	6	заграничная поездка, зарубежный визит
出面	chūmiàn		6	выступать (от лица); лично появляться
出名	chūmíng		6	прославиться, стать знаменитым
出入	chūrù	V/N	6	входить и выходить; расхождение
出事	chūshì		6	произошёл инцидент, случилось происшествие
出台	chūtái		6	выпускать (закон, политику); появляться
出行	chūxíng	V	6	поездка; отправляться в путь
初等	chūděng	Adj	6	первая ступень; первичный; начальный
厨师	chúshī	N	6	повар; кухарка
处处	chùchù	Adv	6	повсюду, везде, повсеместно
处长	chùzhǎng	N	6	начальник управления
传出	chuánchū		6	распространяться (о слухах); доноситься
传媒	chuánméi	N	6	СМИ; медиа
传输	chuánshū	V	6	передача, передавать
传言	chuányán	N/V	6	слухи; молва
船员	chuányuán	N	6	команда; экипаж; член экипажа, моряк
船长	chuánzhǎng	N	6	капитан судна; шкипер
船只	chuánzhī	N	6	суда, корабли
窗口	chuāngkǒu	N	6	окно; оконный проём; окошко
创办	chuàngbàn	V	6	впервые организовывать, основывать, учреждать
创建	chuàngjiàn	V	6	учреждать, основывать, строить заново
创意	chuàngyì	N/V	6	креативная идея; творческий замысел
此处	cǐchù		6	это место, здесь
此次	cǐcì		6	этот раз; на сей раз; этот, нынешний
此前	cǐqián	N	6	до, заранее, перед, раньше
此事	cǐshì	N	6	это дело
此致	cǐzhì	V	6	с уважением (в конце письма)
次数	cìshù	N	6	число раз, количество раз, частота
从不	cóngbù		6	никогда не; не было такого, чтобы
从没	cóngméi		6	никогда ещё не; до сих пор ещё не
村庄	cūnzhuāng	N	6	деревня; селение; село
错过	cuòguò	V	6	упустить; отстать, пропустить; потерять
打动	dǎdòng	V	6	трогать (душу); растрогать
打断	dǎduàn	V	6	прерывать; перебивать; сломать
打发	dǎfa	V	6	отправлять; коротать (время); отделаться
打牌	dǎpái	V	6	играть в карты (маджонг)
打印机	dǎyìnjī	N	6	принтер; печатающее устройство
打造	dǎzào	V	6	создавать; ковать; строить (бренд)
大道	dàdào	N	6	дорога, авеню, бульвар, магистраль, шоссе
大街	dàjiē	N	6	проспект
大力	dàlì	Adv	6	всеми силами; энергично; всемерно
大米	dàmǐ	N	6	рис
大批	dàpī	Adj	6	большая партия; массовый; много
大赛	dàsài	N	6	большие соревнования; крупный турнир
大师	dàshī	N	6	мастер, гуру, корифей, большой профессионал
大使	dàshǐ	N	6	посол
待会儿	dāihuìr		6	чуть позже; через минутку
担忧	dānyōu	V	6	тревожиться, беспокоиться; заботиться
单打	dāndǎ	N	6	одиночный разряд (в спорте)
当成	dàngchéng	V	6	принять за, считать, воспринимать как
当天	dàngtiān	N	6	в тот день; в этот же день
当作	dàngzuò	V	6	считать за; использовать как
档	dàng	N	6	полка; папка, досье; уровень, класс
到期	dàoqī		6	срок истёк; пора; наступает срок
盗版	dàobǎn	N	6	пиратство, нарушение авторских прав
道教	Dàojiào	N	6	даосская религия, даосизм; учение о Дао
低头	dītóu		6	опустить голову; потупиться; поклониться
低温	dīwēn	N	6	низкие температуры
地板	dìbǎn	N	6	настил, пол; паркет; половая доска
地名	dìmíng	N	6	название местности; топонимический
地下室	dìxiàshì	N	6	подвал, бейсмент
电车	diànchē	N	6	трамвай; троллейбус
电动	diàndòng	Adj	6	электрический (с электроприводом)
电力	diànlì	N	6	электроэнергия; электричество
电器	diànqì	N	6	электроприбор, электроаппарат
调研	diàoyán	V	6	проводить исследования, опрос, анкетирование
定价	dìngjià	N	6	установленная цена, расценка; тариф
定时	dìngshí	V/N	6	по расписанию; регулярно; таймер
定位	dìngwèi		6	определять местоположение; позиционирование
动画	dònghuà	N	6	анимация, мультипликация
赌	dǔ	V	6	играть в азартные игры
渡	dù	V	6	переправляться; пережить (трудности)
短片	duǎnpiàn	N	6	короткометражный фильм; короткометражный
对外	duìwài	V	6	внешний; для внешнего мира
多半	duōbàn	Num/Adv	6	больше половины; большей частью
多方面	duōfāngmiàn		6	многосторонний; во многих отношениях
多媒体	duōméitǐ	N	6	мультимедиа; мультимедийный
夺	duó	V	6	отнимать; захватывать; завоёвывать (приз)
夺取	duóqǔ	V	6	захватить, завоевать, завладеть, взять
恩人	ēnrén	N	6	благодетель
儿科	érkē	N	6	педиатрия; детское отделение
发病	fābìng		6	заболеть
发电	fādiàn		6	вырабатывать электроэнергию
发放	fāfàng	V	6	отпускать, предоставлять, выдавать
发怒	fānù		6	рассердиться, вспылить, разгневаться
发起	fāqǐ	V	6	начинать; учреждать; класть начало
发言人	fāyánrén	N	6	официальный представитель; спикер
法庭	fǎtíng	N	6	суд; зал суда
法语	Fǎyǔ	N	6	французский язык
番茄	fānqié	N	6	помидор, томат
反响	fǎnxiǎng	N	6	эхо, отзвук, отзыв, отголосок; резонанс
犯	fàn	V	6	преступать, совершать; нарушать
犯规	fànguī		6	нарушить правила
犯罪	fànzuì		6	совершить преступление
防范	fángfàn	V	6	предотвращать, предупреждать
房价	fángjià	N	6	цена квартиры, цена дома, стоимость жилья
飞船	fēichuán	N	6	дирижабль, воздушный корабль
飞行员	fēixíngyuán	N	6	лётчик, пилот, авиатор; лётный состав
分工	fēngōng		6	разделение труда
峰会	fēnghuì	N	6	саммит, встреча на высшем уровне
佛	fó	N	6	Будда; буддизм
佛教	Fójiào	N	6	буддийская религия, буддизм; буддийский
服	fú	V	6	одежда; принимать (лекарство); подчиняться
浮	fú	V	6	плавать (на поверхности); всплывать
父女	fùnǚ	N	6	отец и дочь
父子	fùzǐ	N	6	отец и сын; отцы и дети
负	fù	V	6	нести (ответственность); отрицательный; проиграть
复苏	fùsū	V	6	возрождаться, оживать; воскресать
富人	fùrén	N	6	богач; богатые люди
富有	fùyǒu	Adj/V	6	зажиточный, богатый, состоятельный
改装	gǎizhuāng	V	6	переоборудовать; переделывать; тюнинг
肝	gān	N	6	печень, печёнка; печёночный
杆	gǎn	N	6	палка; шест; столб
赶不上	gǎnbushàng	V	6	не догнать, не поспеть
赶忙	gǎnmáng	Adv	6	спешить, торопиться; быстро, поспешно
赶上	gǎnshàng		6	успевать, быть вовремя
敢于	gǎnyú	V	6	осмелиться, отважиться, решиться; готов
感人	gǎnrén	Adj	6	трогательный; трогающий, волнующий
刚好	gānghǎo	Adv	6	кстати, вовремя; как раз, в меру
高层	gāocéng	N/Adj	6	высший уровень (руководство); высотный
高等	gāoděng	Adj	6	высший (об образовании)
高科技	gāokējì	N	6	высокие технологии; хайтек
高手	gāoshǒu	N	6	мастер; знаток
稿子	gǎozi	N	6	черновик, набросок; черновой проект
歌唱	gēchàng	V	6	петь; пение
歌词	gēcí	N	6	текст песни; слова песни
歌星	gēxīng	N	6	звезда эстрады; известный певец
革新	géxīn	V/N	6	обновиться, переродиться; обновление
更是	gèngshì		6	тем более; ещё больше
工商	gōngshāng	N	6	промышленность и торговля
公	gōng	Adj	6	общественный; государственный; справедливый; самец
公安	gōngān	N	6	общественная безопасность; полиция
公鸡	gōngjī	N	6	петух
公众	gōngzhòng	N	6	общественность; публика
宫	gōng	N	6	дворец
构建	gòujiàn	V	6	создавать, строить, воздвигать
孤儿	gūér	N	6	сирота
股	gǔ	M	6	акция; доля; сч. слово для потоков, запахов
顾	gù	V	6	заботиться; обращать внимание; посещать (магазин)
拐	guǎi	V	6	поворачивать (за угол); похищать; костыль
关爱	guānài	V	6	заботиться и любить; забота
关联	guānlián	V	6	находиться в связи с; быть связанным с
官司	guānsi	N	6	судебное дело; тяжба
管道	guǎndào	N	6	трубопровод; канал (связи)
国产	guóchǎn	Adj	6	собственного производства, отечественный
国歌	guógē	N	6	государственный гимн
国会	guóhuì	N	6	парламент; парламентский; Конгресс
国旗	guóqí	N	6	государственный флаг
国王	guówáng	N	6	король
果酱	guǒjiàng	N	6	повидло, варенье, джем
果树	guǒshù	N	6	плодовое дерево
过后	guòhòu	N	6	в дальнейшем, впоследствии, потом, после
过时	guòshí	Adj	6	устаревший; вышедший из моды
海报	hǎibào	N	6	афиша, объявление; анонс
海底	hǎidǐ	N	6	морское дно, бенталь; подводный
海军	hǎijūn	N	6	военно-морской флот, военно-морские силы
海浪	hǎilàng	N	6	волнение на море; морская волна
海外	hǎiwài	N	6	за морем; за границей; заморский
海湾	hǎiwān	N	6	залив, губа, бухта
好容易	hǎoróngyì	Adj	6	с трудом; насилу
好不容易	hǎobùróngyì	Adj	6	с большим трудом; еле-еле
好似	hǎosì	V	6	быть похожим; похожий, словно; как будто
好转	hǎozhuǎn	V	6	повернуться к лучшему
好学	hàoxué	V	6	любознательный; прилежный
合约	héyuē	N	6	соглашение, контракт
黑夜	hēiyè	N	6	тёмная ночь
很难说	hěnnánshuō		6	трудно сказать
狠	hěn	Adj	6	жестокий; решительный; изо всех сил
衡量	héngliáng	V	6	оценивать; взвешивать; измерять
宏大	hóngdà	Adj	6	грандиозный, огромный, обширный, необъятный
互动	hùdòng	V	6	взаимодействовать; интерактивный
户外	hùwài	N	6	вне дома; на воздухе, на улице
护	hù	V	6	защищать; беречь; охранять; прикрывать
花费	huāfèi	V	6	тратить, затрачивать; траты, расходы
花瓶	huāpíng	N	6	ваза для цветов, цветочная ваза
化解	huàjiě	V	6	устранить, разрешить, нейтрализовать
回应	huíyìng	V	6	откликнуться, ответить, отозваться
毁	huǐ	V	6	разрушать; уничтожать; портить
会见	huìjiàn	V	6	встречаться (официально); встреча
会长	huìzhǎng	N	6	председатель общества
绘画	huìhuà	V	6	рисовать; писать красками; картина
昏	hūn	V	6	терять сознание; тёмный; сумерки
混	hùn	V/Adv	6	смешивать; перебиваться; кое-как жить
机动车	jīdòngchē	N	6	механическое транспортное средство
基督教	Jīdūjiào	N	6	христианство; христианский
吉利	jílì	Adj	6	счастливый, благоприятный
急救	jíjiù	V	6	первая помощь; оказывать первую помощь
集	jí	N/M	6	собирать; сборник; серия (сериала)
加盟	jiāméng	V	6	присоединяться; франшиза
家电	jiādiàn	N	6	бытовые электроприборы, бытовая техника
家园	jiāyuán	N	6	дом, родина, семейная обитель, домашний очаг
假日	jiàrì	N	6	выходной день, праздник
尖	jiān	Adj	6	острый; остроконечный, заострённый
监测	jiāncè	V	6	проверять, держать под контролем
简介	jiǎnjiè	V/N	6	краткое описание, общие сведения, аннотация
剑	jiàn	N	6	меч; искусство владеть мечом
箭	jiàn	N	6	стрела; выстрел, полёт стрелы
讲课	jiǎngkè		6	читать лекцию; проводить урок
酱	jiàng	N	6	соевая подлива, столовый соевый соус, соя
脚印	jiǎoyìn	N	6	след ноги
觉	jiào	N	6	сон (睡觉); чувствовать (jué)
教堂	jiàotáng	N	6	церковь; храм
教育部	jiàoyùbù	N	6	министерство образования
接收	jiēshōu	V	6	принимать (сигнал); получать
揭	jiē	V	6	срывать (покров); раскрывать; поднимать
街头	jiētóu	N	6	улица; уличный
节假日	jiéjiàrì	N	6	праздники и выходные
节能	jiénéng	V	6	энергосбережение; энергосберегающий
截止	jiézhǐ	V	6	истекать (о сроке); крайний срок
解	jiě	V	6	развязывать; решать (задачу); объяснять
解说	jiěshuō	V	6	комментировать; пояснять; комментарий
界	jiè	N/Suffix	6	сфера; круги (деловые); граница
文艺界	wényìjiè	N	6	работники литературы и искусства
金额	jīné	N	6	денежная сумма, сумма денег
金钱	jīnqián	N	6	деньги; монета; денежный
尽	jìn	V/Adv	6	исчерпать; до предела; максимально
近日	jìnrì	N	6	недавно, в последнее время, на днях
惊人	jīngrén	Adj	6	изумительный; поразительный; потрясающий
惊喜	jīngxǐ	Adj/N	6	восторгаться; восхищаться; сюрприз
精	jīng	Adj	6	тонкий, отборный; искусный; энергия
精美	jīngměi	Adj	6	тонкий, изящный; превосходный
精品	jīngpǐn	N	6	товары высшего качества, эксклюзивные товары
景	jǐng	N	6	вид; пейзаж; сцена
景点	jǐngdiǎn	N	6	живописное место; достопримечательность
净	jìng	Adj/Adv	6	чистый; только, лишь; нетто
酒水	jiǔshuǐ	N	6	напитки (в ресторане)
救命	jiùmìng		6	спасать жизнь; спасательный
救援	jiùyuán	V	6	спасать, выручать
救助	jiùzhù	V	6	спасать, помогать, выручать
就是说	jiùshìshuō		6	а именно, то есть, значит
就算	jiùsuàn	Conj	6	допустим, если даже, пусть, считай
剧	jù	N	6	пьеса; спектакль; сериал; сильный
据	jù	Prep	6	согласно, по (данным); опираться на
捐款	juānkuǎn	N	6	пожертвование; жертвовать деньги
捐赠	juānzèng	V	6	дарить, жертвовать
捐助	juānzhù	V	6	помогать материально
绝	jué	Adj/Adv	6	абсолютно; прерываться; исключительный
绝大多数	juédàduōshù		6	подавляющее большинство
军舰	jūnjiàn	N	6	корабль, военный корабль; гункан
开创	kāichuàng	V	6	основать, создать; начать, открыть
开关	kāiguān	N	6	выключатель; переключатель
开设	kāishè	V	6	основать, учредить, открыть; вводить
开通	kāitōng	V	6	открывать (линию, сервис); подключать
开头	kāitóu	N	6	начало; начальный этап
开夜车	kāiyèchē		6	работать ночью; сидеть допоздна
看管	kānguǎn	V	6	присматривать; охранять
看得见	kàndejiàn	V	6	можно видеть, видимый
看得起	kàndeqǐ	V	6	уважать; считаться
看好	kànhǎo	V	6	хорошо оценивать перспективы; смотреть за
看作	kànzuò	V	6	рассматривать как; принимать за
康复	kāngfù	V	6	восстановить здоровье, выздороветь
考场	kǎochǎng	N	6	экзаменационное помещение
考题	kǎotí	N	6	экзаменационные вопросы
科研	kēyán	V/N	6	научно-исследовательский
客车	kèchē	N	6	пассажирский автобус; пассажирский поезд
肯	kěn	V	6	соглашаться; быть готовым (сделать)
空军	kōngjūn	N	6	военно-воздушные силы; военно-воздушный
口试	kǒushì	V	6	устный экзамен; экзаменоваться устно
扣	kòu	V	6	застёгивать; удерживать (сумму); вычитать
酷	kù	Adj	6	крутой, классный (разг.); жестокий
快车	kuàichē	N	6	скорый поезд, экспресс
宽阔	kuānkuò	Adj	6	широкий, просторный, обширный
矿	kuàng	N	6	руда; шахта, рудник
阔	kuò	Adj	6	широкий; богатый
来往	láiwǎng	V	6	общаться; ходить туда-сюда; контакты
赖	lài	V/Adj	6	полагаться на; отпираться; плохой
蓝领	lánlǐng	N	6	«синий воротничок»
蓝天	lántiān		6	синее небо; небеса; ясный день
牢	láo	Adj	6	крепкий, прочный; надёжный
老乡	lǎoxiāng	N	6	земляк; селяне, крестьяне
冷气	lěngqì	N	6	кондиционер; холодный воздух
冷水	lěngshuǐ	N	6	холодная вода
礼堂	lǐtáng	N	6	зал для торжеств, актовый зал
理	lǐ	V/N	6	разум, логика; заниматься (чем-л.); обращать внимание
理财	lǐcái		6	управлять финансами; инвестировать
影响力	yǐngxiǎnglì	N	6	влияние, действие, воздействие, авторитет
利	lì	N	6	выгода; прибыль; острый
联赛	liánsài	N	6	лиговые соревнования, лиговый турнир
联手	liánshǒu	V	6	объединять усилия; сообща
凉鞋	liángxié	N	6	сандалии, босоножки
两侧	liǎngcè	N	6	обе стороны; по бокам
两手	liǎngshǒu	N	6	обе руки; обеими руками; из рук в руки
聊	liáo	V	6	болтать; беседовать
聊天儿	liáotiānr		6	болтать, общаться, разговаривать
料	liào	V/N	6	материал; предполагать
裂	liè	V	6	трескаться; раскалываться
领取	lǐngqǔ	V	6	получать; выбирать
另	lìng	Pron/Adv	6	другой; отдельно; иначе
留言	liúyán	V/N	6	оставить запись, сообщение; отзыв
流感	liúgǎn	N	6	инфлюэнца, грипп; эпидемический
楼道	lóudào	N	6	коридор, проход, подъезд
楼房	lóufáng	N	6	многоэтажный дом, многоэтажка
陆军	lùjūn	N	6	сухопутные войска; армия
录像	lùxiàng	V/N	6	видеозапись; снимать видео
录音机	lùyīnjī	N	6	магнитофон, звукозаписывающий аппарат
路过	lùguò	V	6	проезжать через..., проездом, транзитом через
旅店	lǚdiàn	N	6	гостиница; постоялый двор
绿化	lǜhuà	V	6	озеленять; озеленение
马车	mǎchē	N	6	конная повозка; карета
埋	mái	V	6	закапывать, зарывать; хоронить
慢车	mànchē	N	6	поезд малой скорости, обычный поезд
盲人	mángrén	N	6	слепой, слепец
梅花	méihuā	N	6	цветы сливы мэйхуа
美容	měiróng	V	6	косметология; уход за внешностью
猛	měng	Adj	6	резкий; сильный; свирепый
棉	mián	N	6	хлопок; вата
面对面	miànduìmiàn		6	в ходе личной встречи, с глазу на глаз
面向	miànxiàng	V	6	быть обращённым к; ориентироваться на
妙	miào	Adj	6	чудесный; замечательный; остроумный
灭	miè	V	6	гаснуть; тушить; уничтожать
民歌	míngē	N	6	народная песня
民工	míngōng	N	6	сезонные рабочие, рабочие-мигранты
民警	mínjǐng	N	6	народная полиция, милиция; милицейский
民意	mínyì	N	6	воля народа, чаяния масс
名义	míngyì	N	6	имя (от имени кого-л.); номинальный
明日	míngrì	N	6	завтра, назавтра, на следующий день
命	mìng	N	6	жизнь; судьба; приказ
磨	mó	V	6	молоть, размалывать; тереть, растирать
没收	mòshōu	V	6	конфисковать, изъять; конфискация
墨水	mòshuǐ	N	6	чернила, краска; грамотность
母	mǔ	Adj/N	6	мать; самка; материнский
母鸡	mǔjī	N	6	курица
母女	mǔnǚ	N	6	мать и дочь
母子	mǔzǐ	N	6	мать и сын
墓	mù	N	6	могила; захоронение; гробница; мавзолей
拿走	názǒu		6	унести, забрать, убрать
奶粉	nǎifěn	N	6	сухое молоко, молочный порошок
奶牛	nǎiniú	N	6	молочная корова, дойная корова
难忘	nánwàng	V	6	трудно забыть; незабываемый
内地	nèidì	N	6	внутренние территории страны
内外	nèiwài	N	6	внутри и снаружи; внутренний и внешний
内衣	nèiyī	N	6	нижнее бельё
能否	néngfǒu	V	6	возможно ли это?
泥	ní	N	6	грязь, слякоть; ил; трясина
扭	niǔ	V	6	поворачивать; вывихнуть; крутить
排行榜	páihángbǎng	N	6	рейтинг, хит-парад, топ лидеров
派出	pàichū		6	направлять; посылать (людей)
判	pàn	V	6	судить; выносить приговор; определять
泡	pào	V/N	6	замачивать; заваривать (чай); пузырь
炮	pào	N	6	пушка; орудие; хлопушка
陪同	péitóng	V	6	сопровождать
配置	pèizhì	V	6	конфигурация; оснащение; размещать
皮球	píqiú	N	6	мяч
偏	piān	Adj/Adv	6	склоняться в сторону; наперекор; пристрастный
品牌	pǐnpái	N	6	бренд, торговая марка; фирменный
聘请	pìnqǐng	V	6	приглашать, предлагать
平方米	píngfāngmǐ	M	6	квадратный метр
平台	píngtái	N	6	платформа; площадка
评	píng	V	6	оценивать; комментировать; рецензировать
评选	píngxuǎn	V	6	отбирать, выдвигать; отбор, выдвижение
屏幕	píngmù	N	6	экран, монитор, дисплей
起点	qǐdiǎn	N	6	исходная точка, отправной пункт, начало
起诉	qǐsù	V	6	подать в суд; возбудить дело
恰好	qiàhǎo	Adv	6	кстати; удачно; к счастью
恰恰	qiàqià	Adv	6	как раз; именно
前方	qiánfāng	N	6	перед; впереди; фронт, передовая
前来	qiánlái	V	6	приезжать, прибывать; офиц. поступать
强盗	qiángdào	N	6	грабитель, бандит, разбойник
强化	qiánghuà	V	6	усиливать; укреплять
强势	qiángshì	N/Adj	6	сильный; напористый; сильная позиция
强壮	qiángzhuàng	Adj/V	6	крепкий, здоровый, сильный
茄子	qiézi	N	6	баклажан
亲属	qīnshǔ	N	6	родственники
亲眼	qīnyǎn	Adv	6	своими глазами, собственными глазами
清	qīng	Adj/V	6	чистый; ясный; полностью
清洁工	qīngjiégōng	N	6	уборщик; дворник
清明节	QīngmíngJié	N	6	праздник Цинмин
清洗	qīngxǐ	V	6	мыть; обмывать, смывать; полоскать
求职	qiúzhí	V	6	искать работу; поиск работы
球拍	qiúpāi	N	6	ракетка
球星	qiúxīng	N	6	звезда спорта (футбола, баскетбола)
球员	qiúyuán	N	6	игрок (команды)
取款	qǔkuǎn	V	6	снимать деньги (со счёта)
取款机	qǔkuǎnjī	N	6	банкомат
去掉	qùdiào		6	убрать; удалить; избавиться
权	quán	N	6	право; власть; полномочия
全力	quánlì	N	6	изо всех сил, всеми силами; все силы
全新	quánxīn	Adj	6	совершенно новый; совсем новый
券	quàn	N	6	талон; билет; купон
却是	quèshì		6	однако; всё же
让座	ràngzuò		6	уступать место
热点	rèdiǎn	N	6	горячая точка; актуальная тема; хот-спот (Wi-Fi)
热水	rèshuǐ	N	6	горячая вода
热水器	rèshuǐqì	N	6	водонагреватель, водоподогреватель
热线	rèxiàn	N	6	горячая линия; колл-центр
人权	rénquán	N	6	права человека, права личности
认同	rèntóng	V	6	признавать; идентифицировать себя; согласие
日夜	rìyè	N	6	сутки; день и ночь, круглые сутки
日语	Rìyǔ	N	6	японский язык
融合	rónghé	V	6	сливаться; объединяться; интеграция
融入	róngrù		6	влиться в, вписаться в, сливаться с
如	rú	V/Conj	6	как, подобно; если; например
如一	rúyī	V	6	неизменно; одинаково
乳制品	rǔzhìpǐn	N	6	молочные продукты
入	rù	V	6	входить; въезжать; влезать, проникать
入学	rùxué		6	поступать в школу; приступать к занятиям
若	ruò	Conj	6	если; словно
塞	sāi	V	6	затыкать; засовывать; пробка
赛	sài	V	6	соревнование; состязаться
赛场	sàichǎng	N	6	стадион; спортивная арена
三明治	sānmíngzhì	N	6	сэндвич, сандвич
山峰	shānfēng	N	6	вершина горы, горный пик
山谷	shāngǔ	N	6	ущелье; горная долина
山坡	shānpō	N	6	склон горы, откос
伤口	shāngkǒu	N	6	рана
伤亡	shāngwáng	V/N	6	травма или смерть, убитые и раненые
伤员	shāngyuán	N	6	раненый
商城	shāngchéng	N	6	торговый центр; торговый комплекс
上帝	Shàngdì	N	6	Бог; Господь
上市	shàngshì		6	выходить на рынок; выходить на биржу (IPO)
上台	shàngtái		6	выходить на сцену, подниматься на трибуну
上演	shàngyǎn	V	6	ставить (спектакль); показывать (фильм)
勺	sháo	N	6	черпак, ложка, половник
少儿	shàoér	N	6	дети (младшего возраста); детский
